;Unnamed: 0;X0;Y0;VX0;VY0;ACCX0;ACCY0;MIDDLE_LANE_COORDS;X1;Y1;X1_real;Y1_real
0;0;0;0;16.607823826985424;0;0;0;[0, 0];20.0;0;19.553580577554456;1.641913318737707
1;1;1;0;16.607823826985424;0;0;0;[0.664312953079417, 0];20.52579720930772;0;19.986398540840007;0.16431164018135963
2;2;1;0;16.607823826985424;0;0;0;[1.328625906158834, 0];21.05159441861544;0;21.556439628644984;-0.013228393211636841
3;3;1;0;16.607823826985424;0;0;0;[1.9929388592382509, 0];21.57739162792316;0;21.608293257252612;-1.833310938194116
4;4;1;0;16.607823826985424;0;0;0;[2.657251812317668, 0];22.103188837230874;0;22.89250654773392;-0.934602614981761
5;5;1;0;16.607823826985424;0;0;0;[3.321564765397085, 0];22.62898604653859;0;23.454307341379145;-0.9406162964317335
6;6;1;0;16.607823826985424;0;0;0;[3.9858777184765017, 0];23.154783255846308;0;23.033149267548318;-0.9235872915632592
7;7;1;0;16.607823826985424;0;0;0;[4.650190671555919, 0];23.680580465154023;0;24.516385255107203;0.6504324080414946
8;8;1;0;16.607823826985424;0;0;0;[5.314503624635336, 0];24.206377674461745;0;23.653352696630577;0.10446877562247231
9;9;1;0;16.607823826985424;0;0;0;[5.978816577714753, 0];24.732174883769463;0;24.108896506184102;1.2268142310434271
10;10;1;0;16.607823826985424;0;0;0;[6.64312953079417, 0];25.257972093077186;0;25.376056936913212;-0.2209423192153699
11;11;1;0;16.607823826985424;0;0;0;[7.3074424838735865, 0];25.783769302384897;0;25.19601301757042;-0.23840833567477895
12;12;1;0;16.607823826985424;0;0;0;[7.9717554369530035, 0];26.309566511692616;0;26.666828208454326;-1.2015172821902327
13;13;1;0;16.607823826985424;0;0;0;[8.63606839003242, 0];26.83536372100033;0;27.443738442709396;-0.5316178011555878
14;14;1;0;16.607823826985424;0;0;0;[9.300381343111837, 0];27.361160930308053;0;25.672864276087562;0.1752220077541134
15;15;1;0;16.607823826985424;0;0;0;[9.964694296191254, 0];27.88695813961577;0;28.188333954950494;0.6893568870104249
16;16;1;0;16.607823826985424;0;0;0;[10.629007249270671, 0];28.41275534892349;0;27.47659170337534;0.23459456716668917
17;17;1;0;16.607823826985424;0;0;0;[11.293320202350088, 0];28.93855255823121;0;29.626431194725733;0.4606382774647514
18;18;1;0;16.607823826985424;0;0;0;[11.957633155429505, 0];29.464349767538927;0;28.953004744757376;-0.6025770809227429
