;Unnamed: 0;X0;Y0;VX0;VY0;ACCX0;ACCY0;MIDDLE_LANE_COORDS;X1;Y1;X1_real;Y1_real
0;0;0;0;13.022454978075524;0;0;0;[0, 0];20.0;0;20.360802648161133;0.04299802473816284
1;1;1;0;13.022454978075524;0;0;0;[0.5208981991230209, 0];20.56266296302101;0;19.831508541243718;-0.15379147026129253
2;2;1;0;13.022454978075524;0;0;0;[1.0417963982460419, 0];21.125325926042024;0;23.00548119067458;-0.42660380773337564
3;3;1;0;13.022454978075524;0;0;0;[1.5626945973690627, 0];21.687988889063035;0;20.462952362223493;0.8056005770115878
4;4;1;0;13.022454978075524;0;0;0;[2.0835927964920837, 0];22.250651852084047;0;22.976617594364757;1.1891802807521774
5;5;1;0;13.022454978075524;0;0;0;[2.6044909956151048, 0];22.813314815105056;0;24.261630494556446;0.2974522423415935
6;6;1;0;13.022454978075524;0;0;0;[3.125389194738126, 0];23.375977778126067;0;21.804936751900712;-0.14547595753669565
7;7;1;0;13.022454978075524;0;0;0;[3.646287393861147, 0];23.93864074114708;0;24.831506679724306;0.14571742435139287
8;8;1;0;13.022454978075524;0;0;0;[4.1671855929841675, 0];24.50130370416809;0;24.323681975579724;-0.03815326851560651
9;9;1;0;13.022454978075524;0;0;0;[4.6880837921071885, 0];25.063966667189103;0;25.646833592674202;-1.4634614169308755
10;10;1;0;13.022454978075524;0;0;0;[5.2089819912302096, 0];25.626629630210115;0;24.51738814129181;-1.3462142167313538
11;11;1;0;13.022454978075524;0;0;0;[5.729880190353231, 0];26.189292593231123;0;27.258670706278902;0.06640031061387956
12;12;1;0;13.022454978075524;0;0;0;[6.250778389476252, 0];26.75195555625213;0;28.499117204095057;-0.7865975420735275
13;13;1;0;13.022454978075524;0;0;0;[6.771676588599273, 0];27.314618519273147;0;27.250784049447365;-0.9306924721504807
14;14;1;0;13.022454978075524;0;0;0;[7.292574787722294, 0];27.87728148229416;0;27.59295311191579;0.3232910861701292
15;15;1;0;13.022454978075524;0;0;0;[7.813472986845315, 0];28.43994444531517;0;28.56085164949954;1.3516123936211386
16;16;1;0;13.022454978075524;0;0;0;[8.334371185968335, 0];29.002607408336186;0;30.776163077716088;-1.3557263461197444
17;17;1;0;13.022454978075524;0;0;0;[8.855269385091356, 0];29.565270371357197;0;28.15669911354921;-0.5764961210869676
18;18;1;0;13.022454978075524;0;0;0;[9.376167584214377, 0];30.12793333437821;0;31.48662175538019;0.29374078601315884
19;19;1;0;13.022454978075524;0;0;0;[9.897065783337398, 0];30.690596297399217;0;28.91104598048654;0.7960445188336048
20;20;1;0;13.022454978075524;0;0;0;[10.417963982460419, 0];31.25325926042023;0;30.676178741436757;0.20031036737432387
21;21;1;0;13.022454978075524;0;0;0;[10.93886218158344, 0];31.81592222344124;0;33.65488235644778;0.3335437154127291
22;22;1;0;13.022454978075524;0;0;0;[11.459760380706461, 0];32.378585186462246;0;33.911937384319685;0.11457931511421879
23;23;1;0;13.022454978075524;0;0;0;[11.980658579829482, 0];32.94124814948326;0;35.23822834777755;-1.4473557922735698
