;Unnamed: 0;X0;Y0;VX0;VY0;ACCX0;ACCY0;MIDDLE_LANE_COORDS;X1;Y1;X1_real;Y1_real
0;0;0;0;14.819463445918744;0;0;0;[0, 0];20.0;0;20.317448215453126;0.10019488781709911
1;1;1;0;14.819463445918744;0;0;0;[0.5927785378367498, 0];20.561866622996995;0;22.01520979114432;-1.3082509744933704
2;2;1;0;14.819463445918744;0;0;0;[1.1855570756734997, 0];21.12373324599399;0;21.690797055992523;-1.0891142916606622
3;3;1;0;14.819463445918744;0;0;0;[1.7783356135102495, 0];21.685599868990984;0;22.995148791227173;-1.6640189229355347
4;4;1;0;14.819463445918744;0;0;0;[2.3711141513469993, 0];22.24746649198797;0;22.38076621487991;-0.7002798797619749
5;5;1;0;14.819463445918744;0;0;0;[2.963892689183749, 0];22.80933311498497;0;21.843043047131424;-0.0759274001219628
6;6;1;0;14.819463445918744;0;0;0;[3.556671227020499, 0];23.371199737981964;0;23.73096489054568;1.1599098614759071
7;7;1;0;14.819463445918744;0;0;0;[4.149449764857248, 0];23.93306636097896;0;24.093344574500193;-0.8365039305724737
8;8;1;0;14.819463445918744;0;0;0;[4.742228302693999, 0];24.494932983975957;0;24.702106551761382;1.5821044126723052
9;9;1;0;14.819463445918744;0;0;0;[5.335006840530749, 0];25.056799606972945;0;25.906436687313725;-0.12717983073781813
10;10;1;0;14.819463445918744;0;0;0;[5.927785378367499, 0];25.61866622996994;0;24.897695590025073;0.4336561379391885
11;11;1;0;14.819463445918744;0;0;0;[6.5205639162042495, 0];26.18053285296693;0;26.29946883643287;0.16940849103817449
12;12;1;0;14.819463445918744;0;0;0;[7.113342454041, 0];26.74239947596393;0;25.987906811898473;0.5724648423426227
13;13;1;0;14.819463445918744;0;0;0;[7.70612099187775, 0];27.304266098960923;0;28.17858778757268;1.8298932276447775
14;14;1;0;14.819463445918744;0;0;0;[8.2988995297145, 0];27.86613272195792;0;27.19796432954319;1.4186510635368088
15;15;1;0;14.819463445918744;0;0;0;[8.89167806755125, 0];28.427999344954912;0;28.76633888901933;-0.977627778359643
16;16;1;0;14.819463445918744;0;0;0;[9.484456605388, 0];28.989865967951907;0;27.800734795860404;-0.41956681894077835
17;17;1;0;14.819463445918744;0;0;0;[10.077235143224751, 0];29.5517325909489;0;29.531008503142562;0.4297143377766913
18;18;1;0;14.819463445918744;0;0;0;[10.670013681061501, 0];30.113599213945893;0;30.473696108935428;-1.0633278593756592
19;19;1;0;14.819463445918744;0;0;0;[11.262792218898252, 0];30.675465836942887;0;31.75785418066899;0.3911823483175026
20;20;1;0;14.819463445918744;0;0;0;[11.855570756735002, 0];31.23733245993988;0;31.676417934413593;-0.07478593890424948
21;21;1;0;14.819463445918744;0;0;0;[12.448349294571752, 0];31.799199082936877;0;32.46651469416167;-0.9993607679742841
22;22;1;0;14.819463445918744;0;0;0;[13.041127832408502, 0];32.36106570593387;0;32.16811098264435;0.344402998355128
23;23;1;0;14.819463445918744;0;0;0;[13.633906370245253, 0];32.92293232893086;0;32.877790423375814;0.9736811548346255
24;24;1;0;14.819463445918744;0;0;0;[14.226684908082003, 0];33.48479895192786;0;33.02720186659571;-0.9430867656153578
25;25;1;0;14.819463445918744;0;0;0;[14.819463445918753, 0];34.04666557492485;0;34.31536765147559;1.602595195671311
26;26;1;0;14.819463445918744;0;0;0;[15.412241983755504, 0];34.608532197921846;0;35.14994527338867;0.23761577386859725
27;27;1;0;14.819463445918744;0;0;0;[16.005020521592254, 0];35.17039882091884;0;35.73076507032122;-0.1281956803902633
28;28;1;0;14.819463445918744;0;0;0;[16.597799059429004, 0];35.73226544391584;0;36.19568857731018;0.39232255543090505
29;29;1;0;14.819463445918744;0;0;0;[17.190577597265754, 0];36.29413206691282;0;37.591938423760475;-2.5928939852939323
30;30;1;0;14.819463445918744;0;0;0;[17.783356135102505, 0];36.85599868990983;0;36.625089119629806;0.7752914630566483
31;31;1;0;14.819463445918744;0;0;0;[18.376134672939255, 0];37.41786531290681;0;39.13004233970882;0.26491677403306363
32;32;1;0;14.819463445918744;0;0;0;[18.968913210776005, 0];37.97973193590381;0;38.22815958949542;-0.45675722022691345
33;33;1;0;14.819463445918744;0;0;0;[19.561691748612756, 0];38.5415985589008;0;37.8029155222376;0.3371549757801669
34;34;1;0;14.819463445918744;0;0;0;[20.154470286449506, 0];39.1034651818978;0;39.43389684882215;0.40493377877369674
