;Unnamed: 0;X0;Y0;VX0;VY0;ACCX0;ACCY0;MIDDLE_LANE_COORDS;X1;Y1;X1_real;Y1_real
0;0;0;0;13.98630630751571;0;0;0;[0, 0];20.0;0;20.271128454520866;2.3498824661927156
1;1;1;0;13.98630630751571;0;0;0;[0.5594522523006283, 0];20.58623316947936;0;20.372729709055317;0.16470880332555426
2;2;1;0;13.98630630751571;0;0;0;[1.1189045046012567, 0];21.172466338958717;0;20.468624387793707;1.1515993259753687
3;3;1;0;13.98630630751571;0;0;0;[1.6783567569018851, 0];21.75869950843807;0;21.977472827251333;-0.7531849986538354
4;4;1;0;13.98630630751571;0;0;0;[2.2378090092025134, 0];22.344932677917427;0;21.80866146285414;1.1517670511710734
5;5;1;0;13.98630630751571;0;0;0;[2.7972612615031416, 0];22.931165847396784;0;23.039525658749863;-2.1913005774223007
6;6;1;0;13.98630630751571;0;0;0;[3.35671351380377, 0];23.51739901687614;0;23.257367224579454;0.9838366610897067
7;7;1;0;13.98630630751571;0;0;0;[3.916165766104398, 0];24.103632186355497;0;22.87613967948144;0.7988773935207844
8;8;1;0;13.98630630751571;0;0;0;[4.475618018405027, 0];24.68986535583485;0;25.38397390823747;1.2420282107098954
9;9;1;0;13.98630630751571;0;0;0;[5.035070270705655, 0];25.27609852531421;0;23.746119417311583;-0.3205684067228831
10;10;1;0;13.98630630751571;0;0;0;[5.594522523006284, 0];25.862331694793568;0;26.357524776274712;-0.010653993143192294
11;11;1;0;13.98630630751571;0;0;0;[6.153974775306913, 0];26.448564864272925;0;26.52739011841509;0.13127564901668154
12;12;1;0;13.98630630751571;0;0;0;[6.713427027607541, 0];27.03479803375228;0;28.364822159462822;-0.5737478849129978
13;13;1;0;13.98630630751571;0;0;0;[7.27287927990817, 0];27.62103120323164;0;26.64838408324696;0.6149320775342497
14;14;1;0;13.98630630751571;0;0;0;[7.832331532208799, 0];28.207264372710995;0;29.952027872967445;-1.382210757575122
15;15;1;0;13.98630630751571;0;0;0;[8.391783784509427, 0];28.79349754219035;0;29.50723336063551;-0.3531156115047609
16;16;1;0;13.98630630751571;0;0;0;[8.951236036810055, 0];29.37973071166971;0;29.840747435056603;-0.564196791735647
17;17;1;0;13.98630630751571;0;0;0;[9.510688289110684, 0];29.965963881149065;0;29.606017358709853;-1.1561066092035568
18;18;1;0;13.98630630751571;0;0;0;[10.070140541411313, 0];30.552197050628426;0;30.399919113677818;0.8050509831698329
