;X0;Y0;VX0;VY0;ACCX0;ACCY0;MIDDLE_LANE_COORDS;X1;Y1
0;0;0;13.736332378720086;0;0;0;[0, 0];20.0;0
1;1;0;13.736332378720086;0;0;0;[0.5494532951488034, 0];20.59192362957174;0
2;1;0;13.736332378720086;0;0;0;[1.0989065902976067, 0];21.183847259143473;0
3;1;0;13.736332378720086;0;0;0;[1.64835988544641, 0];21.77577088871521;0
4;1;0;13.736332378720086;0;0;0;[2.1978131805952135, 0];22.36769451828695;0
5;1;0;13.736332378720086;0;0;0;[2.747266475744017, 0];22.959618147858688;0
6;1;0;13.736332378720086;0;0;0;[3.29671977089282, 0];23.551541777430423;0
7;1;0;13.736332378720086;0;0;0;[3.8461730660416236, 0];24.14346540700216;0
8;1;0;13.736332378720086;0;0;0;[4.395626361190427, 0];24.7353890365739;0
9;1;0;13.736332378720086;0;0;0;[4.94507965633923, 0];25.327312666145637;0
10;1;0;13.736332378720086;0;0;0;[5.494532951488033, 0];25.919236295717372;0
11;1;0;13.736332378720086;0;0;0;[6.043986246636836, 0];26.51115992528911;0
12;1;0;13.736332378720086;0;0;0;[6.593439541785639, 0];27.103083554860845;0
13;1;0;13.736332378720086;0;0;0;[7.1428928369344415, 0];27.695007184432583;0
14;1;0;13.736332378720086;0;0;0;[7.6923461320832445, 0];28.28693081400432;0
15;1;0;13.736332378720086;0;0;0;[8.241799427232047, 0];28.87885444357606;0
16;1;0;13.736332378720086;0;0;0;[8.79125272238085, 0];29.470778073147798;0
17;1;0;13.736332378720086;0;0;0;[9.340706017529653, 0];30.062701702719533;0
18;1;0;13.736332378720086;0;0;0;[9.890159312678456, 0];30.65462533229127;0
19;1;0;13.736332378720086;0;0;0;[10.439612607827259, 0];31.246548961863006;0
20;1;0;13.736332378720086;0;0;0;[10.989065902976062, 0];31.838472591434744;0
21;1;0;13.736332378720086;0;0;0;[11.538519198124865, 0];32.43039622100648;0
22;1;0;13.736332378720086;0;0;0;[12.087972493273668, 0];33.02231985057822;0
23;1;0;13.736332378720086;0;0;0;[12.63742578842247, 0];33.61424348014996;0
24;1;0;13.736332378720086;0;0;0;[13.186879083571274, 0];34.20616710972169;0
25;1;0;13.736332378720086;0;0;0;[13.736332378720077, 0];34.79809073929343;0
26;1;0;13.736332378720086;0;0;0;[14.28578567386888, 0];35.39001436886517;0
27;1;0;13.736332378720086;0;0;0;[14.835238969017682, 0];35.981937998436905;0
28;1;0;13.736332378720086;0;0;0;[15.384692264166485, 0];36.57386162800864;0
29;1;0;13.736332378720086;0;0;0;[15.934145559315288, 0];37.16578525758038;0
30;1;0;13.736332378720086;0;0;0;[16.48359885446409, 0];37.75770888715212;0
31;1;0;13.736332378720086;0;0;0;[17.033052149612896, 0];38.34963251672386;0
32;1;0;13.736332378720086;0;0;0;[17.5825054447617, 0];38.941556146295596;0
33;1;0;13.736332378720086;0;0;0;[18.131958739910505, 0];39.533479775867335;0
34;1;0;13.736332378720086;0;0;0;[18.68141203505931, 0];40.125403405439066;0
35;1;0;13.736332378720086;0;0;0;[19.230865330208115, 0];40.717327035010804;0
36;1;0;13.736332378720086;0;0;0;[19.78031862535692, 0];41.30925066458254;0
37;1;0;13.736332378720086;0;0;0;[20.329771920505724, 0];41.90117429415428;0
38;1;0;13.736332378720086;0;0;0;[20.87922521565453, 0];42.49309792372601;0
39;1;0;13.736332378720086;0;0;0;[21.428678510803334, 0];43.08502155329775;0
40;1;0;13.736332378720086;0;0;0;[21.978131805952138, 0];43.67694518286949;0
41;1;0;13.736332378720086;0;0;0;[22.527585101100943, 0];44.26886881244123;0
42;1;0;13.736332378720086;0;0;0;[23.077038396249748, 0];44.860792442012965;0
43;1;0;13.736332378720086;0;0;0;[23.626491691398552, 0];45.4527160715847;0
44;1;0;13.736332378720086;0;0;0;[24.175944986547357, 0];46.04463970115644;0
45;1;0;13.736332378720086;0;0;0;[24.72539828169616, 0];46.63656333072818;0
46;1;0;13.736332378720086;0;0;0;[25.274851576844966, 0];47.22848696029992;0
47;1;0;13.736332378720086;0;0;0;[25.82430487199377, 0];47.820410589871656;0
48;1;0;13.736332378720086;0;0;0;[26.373758167142576, 0];48.41233421944339;0
49;1;0;13.736332378720086;0;0;0;[26.92321146229138, 0];49.004257849015126;0
50;1;0;13.736332378720086;0;0;0;[27.472664757440185, 0];49.596181478586864;0
51;1;0;13.736332378720086;0;0;0;[28.02211805258899, 0];50.1881051081586;0
52;1;0;13.736332378720086;0;0;0;[28.571571347737795, 0];50.78002873773033;0
53;1;0;13.736332378720086;0;0;0;[29.1210246428866, 0];51.37195236730207;0
54;1;0;13.736332378720086;0;0;0;[29.670477938035404, 0];51.96387599687381;0
55;1;0;13.736332378720086;0;0;0;[30.21993123318421, 0];52.55579962644555;0
56;1;0;13.736332378720086;0;0;0;[30.769384528333013, 0];53.14772325601729;0
57;1;0;13.736332378720086;0;0;0;[31.318837823481818, 0];53.739646885589025;0
58;1;0;13.736332378720086;0;0;0;[31.868291118630623, 0];54.33157051516076;0
59;1;0;13.736332378720086;0;0;0;[32.417744413779424, 0];54.9234941447325;0
60;1;0;13.736332378720086;0;0;0;[32.967197708928225, 0];55.51541777430424;0
61;1;0;13.736332378720086;0;0;0;[33.516651004077026, 0];56.10734140387597;0
62;1;0;13.736332378720086;0;0;0;[34.06610429922583, 0];56.69926503344771;0
63;1;0;13.736332378720086;0;0;0;[34.61555759437463, 0];57.29118866301945;0
64;1;0;13.736332378720086;0;0;0;[35.16501088952343, 0];57.883112292591186;0
65;1;0;13.736332378720086;0;0;0;[35.71446418467223, 0];58.475035922162924;0
66;1;0;13.736332378720086;0;0;0;[36.26391747982103, 0];59.06695955173466;0
67;1;0;13.736332378720086;0;0;0;[36.81337077496983, 0];59.6588831813064;0
68;1;0;13.736332378720086;0;0;0;[37.362824070118634, 0];60.25080681087813;0
69;1;0;13.736332378720086;0;0;0;[37.912277365267435, 0];60.84273044044987;0
70;1;0;13.736332378720086;0;0;0;[38.46173066041624, 0];61.43465407002161;0
71;1;0;13.736332378720086;0;0;0;[39.01118395556504, 0];62.026577699593346;0
72;1;0;13.736332378720086;0;0;0;[39.56063725071384, 0];62.618501329165085;0
73;1;0;13.736332378720086;0;0;0;[40.11009054586264, 0];63.21042495873682;0
74;1;0;13.736332378720086;0;0;0;[40.65954384101144, 0];63.80234858830856;0
75;1;0;13.736332378720086;0;0;0;[41.20899713616024, 0];64.39427221788029;0
76;1;0;13.736332378720086;0;0;0;[41.75845043130904, 0];64.98619584745202;0
77;1;0;13.736332378720086;0;0;0;[42.307903726457845, 0];65.57811947702376;0
78;1;0;13.736332378720086;0;0;0;[42.857357021606646, 0];66.1700431065955;0
79;1;0;13.736332378720086;0;0;0;[43.40681031675545, 0];66.76196673616724;0
80;1;0;13.736332378720086;0;0;0;[43.95626361190425, 0];67.35389036573898;0
81;1;0;13.736332378720086;0;0;0;[44.50571690705305, 0];67.94581399531071;0
82;1;0;13.736332378720086;0;0;0;[45.05517020220185, 0];68.53773762488245;0
83;1;0;13.736332378720086;0;0;0;[45.60462349735065, 0];69.12966125445419;0
84;1;0;13.736332378720086;0;0;0;[46.15407679249945, 0];69.72158488402593;0
85;1;0;13.736332378720086;0;0;0;[46.703530087648254, 0];70.31350851359767;0
86;1;0;13.736332378720086;0;0;0;[47.252983382797055, 0];70.9054321431694;0
87;1;0;13.736332378720086;0;0;0;[47.802436677945856, 0];71.49735577274114;0
88;1;0;13.736332378720086;0;0;0;[48.35188997309466, 0];72.08927940231288;0
89;1;0;13.736332378720086;0;0;0;[48.90134326824346, 0];72.68120303188462;0
90;1;0;13.736332378720086;0;0;0;[49.45079656339226, 0];73.27312666145636;0
91;1;0;13.736332378720086;0;0;0;[50.00024985854106, 0];73.8650502910281;0
92;1;0;13.736332378720086;0;0;0;[50.54970315368986, 0];74.45697392059984;0
93;1;0;13.736332378720086;0;0;0;[51.09915644883866, 0];75.04889755017157;0
94;1;0;13.736332378720086;0;0;0;[51.648609743987464, 0];75.64082117974331;0
95;1;0;13.736332378720086;0;0;0;[52.198063039136265, 0];76.23274480931505;0
96;1;0;13.736332378720086;0;0;0;[52.747516334285066, 0];76.82466843888677;0
97;1;0;13.736332378720086;0;0;0;[53.29696962943387, 0];77.41659206845851;0
98;1;0;13.736332378720086;0;0;0;[53.84642292458267, 0];78.00851569803025;0
99;1;0;13.736332378720086;0;0;0;[54.39587621973147, 0];78.60043932760199;0
100;1;0;13.736332378720086;0;0;0;[54.94532951488027, 0];79.19236295717373;0
101;1;0;13.736332378720086;0;0;0;[55.49478281002907, 0];79.78428658674547;0
102;1;0;13.736332378720086;0;0;0;[56.04423610517787, 0];80.3762102163172;0
103;1;0;13.736332378720086;0;0;0;[56.593689400326674, 0];80.96813384588894;0
104;1;0;13.736332378720086;0;0;0;[57.143142695475476, 0];81.56005747546067;0
105;1;0;13.736332378720086;0;0;0;[57.69259599062428, 0];82.1519811050324;0
106;1;0;13.736332378720086;0;0;0;[58.24204928577308, 0];82.74390473460414;0
107;1;0;13.736332378720086;0;0;0;[58.79150258092188, 0];83.33582836417588;0
108;1;0;13.736332378720086;0;0;0;[59.34095587607068, 0];83.92775199374762;0
109;1;0;13.736332378720086;0;0;0;[59.89040917121948, 0];84.51967562331936;0
110;1;0;13.736332378720086;0;0;0;[60.43986246636828, 0];85.1115992528911;0
111;1;0;13.736332378720086;0;0;0;[60.989315761517084, 0];85.70352288246283;0
112;1;0;13.736332378720086;0;0;0;[61.538769056665885, 0];86.29544651203457;0
113;1;0;13.736332378720086;0;0;0;[62.088222351814686, 0];86.88737014160631;0
114;1;0;13.736332378720086;0;0;0;[62.63767564696349, 0];87.47929377117805;0
115;1;0;13.736332378720086;0;0;0;[63.18712894211229, 0];88.07121740074979;0
116;1;0;13.736332378720086;0;0;0;[63.73658223726109, 0];88.66314103032153;0
117;1;0;13.736332378720086;0;0;0;[64.2860355324099, 0];89.25506465989326;0
118;1;0;13.736332378720086;0;0;0;[64.8354888275587, 0];89.846988289465;0
119;1;0;13.736332378720086;0;0;0;[65.38494212270751, 0];90.43891191903674;0
120;1;0;13.736332378720086;0;0;0;[65.93439541785632, 0];91.03083554860848;0
121;1;0;13.736332378720086;0;0;0;[66.48384871300513, 0];91.6227591781802;0
122;1;0;13.736332378720086;0;0;0;[67.03330200815394, 0];92.21468280775194;0
123;1;0;13.736332378720086;0;0;0;[67.58275530330275, 0];92.80660643732368;0
124;1;0;13.736332378720086;0;0;0;[68.13220859845156, 0];93.39853006689542;0
125;1;0;13.736332378720086;0;0;0;[68.68166189360036, 0];93.99045369646716;0
126;1;0;13.736332378720086;0;0;0;[69.23111518874917, 0];94.5823773260389;0
127;1;0;13.736332378720086;0;0;0;[69.78056848389798, 0];95.17430095561063;0
128;1;0;13.736332378720086;0;0;0;[70.33002177904679, 0];95.76622458518237;0
129;1;0;13.736332378720086;0;0;0;[70.8794750741956, 0];96.35814821475411;0
130;1;0;13.736332378720086;0;0;0;[71.4289283693444, 0];96.95007184432585;0
131;1;0;13.736332378720086;0;0;0;[71.97838166449321, 0];97.54199547389759;0
132;1;0;13.736332378720086;0;0;0;[72.52783495964202, 0];98.13391910346932;0
133;1;0;13.736332378720086;0;0;0;[73.07728825479083, 0];98.72584273304106;0
134;1;0;13.736332378720086;0;0;0;[73.62674154993964, 0];99.3177663626128;0
135;1;0;13.736332378720086;0;0;0;[74.17619484508845, 0];99.90968999218454;0
136;1;0;13.736332378720086;0;0;0;[74.72564814023725, 0];100.50161362175626;0
137;1;0;13.736332378720086;0;0;0;[75.27510143538606, 0];101.093537251328;0
138;1;0;13.736332378720086;0;0;0;[75.82455473053487, 0];101.68546088089974;0
139;1;0;13.736332378720086;0;0;0;[76.37400802568368, 0];102.27738451047148;0
140;1;0;13.736332378720086;0;0;0;[76.92346132083249, 0];102.86930814004322;0
141;1;0;13.736332378720086;0;0;0;[77.4729146159813, 0];103.46123176961495;0
142;1;0;13.736332378720086;0;0;0;[78.0223679111301, 0];104.05315539918669;0
143;1;0;13.736332378720086;0;0;0;[78.57182120627891, 0];104.64507902875843;0
144;1;0;13.736332378720086;0;0;0;[79.12127450142772, 0];105.23700265833017;0
145;1;0;13.736332378720086;0;0;0;[79.67072779657653, 0];105.82892628790191;0
146;1;0;13.736332378720086;0;0;0;[80.22018109172534, 0];106.42084991747365;0
147;1;0;13.736332378720086;0;0;0;[80.76963438687415, 0];107.01277354704538;0
148;1;0;13.736332378720086;0;0;0;[81.31908768202295, 0];107.60469717661712;0
149;1;0;13.736332378720086;0;0;0;[81.86854097717176, 0];108.19662080618886;0
150;1;0;13.736332378720086;0;0;0;[82.41799427232057, 0];108.78854443576058;0
151;1;0;13.736332378720086;0;0;0;[82.96744756746938, 0];109.38046806533232;0
152;1;0;13.736332378720086;0;0;0;[83.51690086261819, 0];109.97239169490406;0
153;1;0;13.736332378720086;0;0;0;[84.066354157767, 0];110.5643153244758;0
154;1;0;13.736332378720086;0;0;0;[84.6158074529158, 0];111.15623895404754;0
155;1;0;13.736332378720086;0;0;0;[85.16526074806461, 0];111.74816258361928;0
156;1;0;13.736332378720086;0;0;0;[85.71471404321342, 0];112.34008621319101;0
157;1;0;13.736332378720086;0;0;0;[86.26416733836223, 0];112.93200984276275;0
158;1;0;13.736332378720086;0;0;0;[86.81362063351104, 0];113.52393347233449;0
159;1;0;13.736332378720086;0;0;0;[87.36307392865984, 0];114.11585710190623;0
160;1;0;13.736332378720086;0;0;0;[87.91252722380865, 0];114.70778073147797;0
161;1;0;13.736332378720086;0;0;0;[88.46198051895746, 0];115.2997043610497;0
162;1;0;13.736332378720086;0;0;0;[89.01143381410627, 0];115.89162799062144;0
163;1;0;13.736332378720086;0;0;0;[89.56088710925508, 0];116.48355162019318;0
164;1;0;13.736332378720086;0;0;0;[90.11034040440389, 0];117.0754752497649;0
165;1;0;13.736332378720086;0;0;0;[90.6597936995527, 0];117.66739887933664;0
166;1;0;13.736332378720086;0;0;0;[91.2092469947015, 0];118.25932250890838;0
167;1;0;13.736332378720086;0;0;0;[91.75870028985031, 0];118.85124613848012;0
168;1;0;13.736332378720086;0;0;0;[92.30815358499912, 0];119.44316976805186;0
169;1;0;13.736332378720086;0;0;0;[92.85760688014793, 0];120.0350933976236;0
170;1;0;13.736332378720086;0;0;0;[93.40706017529673, 0];120.62701702719534;0
171;1;0;13.736332378720086;0;0;0;[93.95651347044554, 0];121.21894065676707;0
172;1;0;13.736332378720086;0;0;0;[94.50596676559435, 0];121.81086428633881;0
173;1;0;13.736332378720086;0;0;0;[95.05542006074316, 0];122.40278791591055;0
174;1;0;13.736332378720086;0;0;0;[95.60487335589197, 0];122.99471154548229;0
175;1;0;13.736332378720086;0;0;0;[96.15432665104078, 0];123.58663517505403;0
176;1;0;13.736332378720086;0;0;0;[96.70377994618958, 0];124.17855880462577;0
177;1;0;13.736332378720086;0;0;0;[97.25323324133839, 0];124.7704824341975;0
178;1;0;13.736332378720086;0;0;0;[97.8026865364872, 0];125.36240606376923;0
179;1;0;13.736332378720086;0;0;0;[98.35213983163601, 0];125.95432969334097;0
180;1;0;13.736332378720086;0;0;0;[98.90159312678482, 0];126.5462533229127;0
181;1;0;13.736332378720086;0;0;0;[99.45104642193363, 0];127.13817695248444;0
182;1;0;13.736332378720086;0;0;0;[100.00049971708243, 0];127.73010058205618;0
183;1;0;13.736332378720086;0;0;0;[100.54995301223124, 0];128.32202421162793;0
